marque,modèle,Puissance fiscale,Année,price,Carburant,Kilométrage
Bmw,Serie 1,8,2012,145000,Diesel,140000.0
Honda,Cr-v,6,2014,145000,Diesel,234000.0
Volkswagen,Tiguan,8,2009,135000,Diesel,265971.0
Peugeot,3008,8,2018,235000,Diesel,39000.0
Citroen,C4,7,2011,72000,Diesel,220000.0
Volkswagen,Cc,8,2016,195000,Diesel,160000.0
Hyundai,Tucson,7,2017,220000,Diesel,120000.0
Fiat,Tipo,5,2018,105000,Diesel,148000.0
Audi,A7,12,2013,165000,Diesel,187000.0
Alfa-romeo,159,10,2009,62000,Diesel,276000.0
Dacia,Duster,6,2020,190000,Diesel,52700.0
Renault,Megane,8,2022,250000,Diesel,6000.0
Mercedes,Classe ml,12,2006,95000,Diesel,315000.0
Fiat,Siena,6,2004,33000,Essence,143000.0
Ford,Kuga,6,2019,192000,Diesel,104480.0
Ford,Focus 4p,6,2016,124000,Diesel,120000.0
Audi,Q5,8,2017,380000,Diesel,165000.0
Renault,Clio,6,2021,156000,Diesel,90000.0
Alfa-romeo,Giulietta,8,2012,95000,Essence,115000.0
Opel,Combo life,6,2021,178000,Diesel,68000.0
Dacia,Logan,6,2009,65000,Diesel,217000.0
Renault,Megane,6,2009,90000,Diesel,248665.0
Citroen,Xsara,7,2002,37500,Diesel,270000.0
Ford,Focus 4p,6,2012,113000,Diesel,135000.0
Chery,Tiggo 4 pro,9,2023,215000,Essence,28090.0
Seat,Ateca,6,2019,280000,Diesel,177000.0
Volkswagen,Cc,8,2009,145000,Diesel,200000.0
Volkswagen,Touran,6,2014,160000,Diesel,216000.0
Suzuki,Celerio,6,2012,61000,Essence,100000.0
Suzuki,Carry,6,1999,60000,Essence,188000.0
Seat,Leon,6,2015,160000,Diesel,110000.0
Ford,Focus 5p,6,2016,130000,Diesel,11000.0
Bmw,Serie 1,8,2018,250000,Diesel,90000.0
Ford,Ecosport,6,2019,170000,Diesel,70000.0
Volvo,C30,11,2010,65000,Essence,160000.0
Volkswagen,Polo,6,2015,125000,Diesel,67000.0
Mercedes,190,9,1992,50000,Diesel,350000.0
Ford,C max,6,2015,143000,Diesel,240000.0
Ford,C max,6,2015,125000,Diesel,125000.0
Nissan,Pick-up,12,2006,98000,Diesel,220000.0
Renault,Clio,6,2016,78000,Essence,124000.0
Jeep,Grand cherokee,8,1995,55000,Diesel,230700.0
Dacia,Sandero,6,2010,65000,Diesel,217000.0
Nissan,Qashqai,6,2018,190000,Diesel,123000.0
Ford,Focus 4p,7,2014,135000,Diesel,167000.0
Abarth,595 turismo 165ch,8,2021,210000,Essence,52000.0
Bmw,Serie 5,8,2012,190000,Diesel,200000.0
Audi,Q5,8,2019,390000,Diesel,115000.0
Renault,R19,7,1995,47000,Diesel,298121.0
Hyundai,Tucson,6,2022,280000,Diesel,26000.0
Dacia,Dokker,6,2013,95000,Diesel,350000.0
Hyundai,I20,6,2012,90000,Diesel,84000.0
Peugeot,207,6,2010,70500,Diesel,400000.0
Volkswagen,Jetta,8,2014,128000,Diesel,125000.0
Fiat,500l,5,2016,142000,Diesel,85000.0
Opel,Astra,7,2015,130000,Diesel,170000.0
Audi,Q5,12,2014,300000,Diesel,165000.0
Skoda,Octavia,8,2018,225000,Diesel,170000.0
Ford,Kuga,8,2014,148000,Diesel,152000.0
Dacia,Sandero,8,2010,52000,Essence,185000.0
Audi,A5 coupe,11,2009,135000,Diesel,154000.0
Volkswagen,Golf 5,8,2007,80000,Diesel,300000.0
Seat,Leon,6,2012,105000,Diesel,168000.0
Skoda,Octavia,8,2017,176000,Diesel,140000.0
Peugeot,407,8,2007,53000,Diesel,250000.0
Hyundai,Accent,6,2015,105000,Diesel,160000.0
Ford,Focus 5p,6,2013,125000,Diesel,177931.0
Peugeot,206+,6,2010,56000,Essence,121000.0
Skoda,Octavia,8,2017,168000,Diesel,99800.0
Peugeot,Boxer,9,2022,182000,Diesel,71000.0
Mini,Cooper,9,2010,125000,Essence,74000.0
Alfa-romeo,159,9,2007,78000,Diesel,182000.0
Toyota,Corolla,10,2021,220000,Hybride,46000.0
Bmw,Serie 5 gt,12,2012,180000,Diesel,155000.0
Kia,Picanto,6,2008,62000,Essence,126000.0
Citroen,Xsara,7,2002,39000,Diesel,400000.0
Volkswagen,Tiguan,8,2017,220000,Diesel,160000.0
Citroen,Xsara,7,2001,35000,Diesel,460000.0
Mercedes,Classe c,9,2016,260000,Diesel,134000.0
Renault,Symbol,6,2014,82000,Essence,128000.0
Renault,Scenic,7,2011,117000,Diesel,190000.0
Volkswagen,Golf 6,8,2009,125000,Diesel,207000.0
Renault,Kadjar,6,2017,190000,Diesel,63000.0
Toyota,Prado,12,2003,85000,Diesel,230000.0
Ford,Focus 5p,6,2022,228000,Diesel,14800.0
Dacia,Dokker,6,2020,120000,Diesel,78000.0
Volkswagen,Passat,8,1999,60000,Diesel,350000.0
Renault,Talisman,6,2018,227000,Diesel,88000.0
Hyundai,Santa fe,9,2013,230000,Diesel,160000.0
Ford,Fiesta,6,2018,115000,Diesel,62000.0
Skoda,Kodiaq,8,2018,240000,Diesel,151000.0
Renault,Megane,7,2013,95000,Diesel,177000.0
Dacia,Sandero,5,2016,106000,Diesel,150000.0
Cadillac,Escalade,11,2011,350000,Essence,130000.0
Citroen,C4 picasso,6,2007,85000,Diesel,262000.0
Renault,Kangoo,6,2018,118000,Diesel,78000.0
Dacia,Logan,6,2012,52000,Diesel,200000.0
Hyundai,I10,6,2010,52000,Essence,157000.0
Hyundai,Accent,6,2016,88000,Diesel,161000.0
Ford,Focus 4p,6,2012,115000,Diesel,160000.0
Hyundai,I30,6,2022,265000,Diesel,110000.0
Hyundai,Atos,6,2007,39000,Essence,233000.0
Renault,Megane,7,1999,45000,Diesel,410000.0
Audi,A3 sportback,8,2008,97000,Diesel,230000.0
Kia,Sorento,9,2009,75000,Diesel,200000.0
Land-rover,Range rover evoque,8,2014,195000,Diesel,200000.0
Toyota,Corolla,9,1998,25000,Essence,200678.0
Renault,Kangoo,6,2010,73000,Diesel,270000.0
Renault,Clio,6,2017,100000,Diesel,190000.0
Kia,Picanto,5,2019,93000,Essence,59000.0
Skoda,Kodiaq,8,2018,240000,Diesel,100400.0
Renault,Kangoo,6,2016,110000,Diesel,105000.0
Opel,Insignia,8,2022,300000,Diesel,7900.0
Dacia,Duster,6,2012,102000,Diesel,282000.0
Audi,Q5,8,2018,380000,Diesel,144000.0
Peugeot,3008,6,2013,117000,Diesel,157000.0
Toyota,Yaris cross,9,2022,300000,Hybride,17800.0
Dacia,Duster,6,2020,182000,Diesel,47500.0
Mercedes,Classe c,9,1998,60000,Diesel,150000.0
Ssangyong,Actyon,8,2007,47000,Diesel,161910.0
Fiat,Fullback,10,2018,140000,Diesel,160000.0
Audi,A6,8,2017,255000,Diesel,149000.0
Volkswagen,Touran,6,2011,125000,Diesel,300000.0
Mercedes,Classe s,12,1998,42000,Diesel,342000.0
Renault,Clio,7,2014,84000,Essence,57000.0
Mercedes,Classe c,8,2020,360000,Diesel,43000.0
Volkswagen,Touareg,12,2018,290000,Diesel,72000.0
Dacia,Duster,6,2019,160000,Diesel,71000.0
Mercedes,Classe c,10,1995,55000,Diesel,220000.0
Mercedes,Classe e,9,2000,55000,Diesel,260000.0
Dacia,Logan,6,2022,165000,Diesel,16500.0
Volkswagen,Polo,6,2019,150000,Essence,80000.0
Citroen,C-elysee,7,2013,70000,Essence,114000.0
Hyundai,Tucson,6,2017,210000,Diesel,84200.0
Dacia,Duster,6,2016,118000,Diesel,158000.0
Dacia,Duster,6,2017,132000,Diesel,134000.0
Renault,Megane,6,2016,126000,Diesel,150000.0
Volvo,Xc40,8,2018,297000,Diesel,110000.0
Mitsubishi,Pajero,11,2007,70000,Diesel,5000000.0
Renault,Captur,6,2019,165000,Diesel,90000.0
Renault,Clio,7,2008,51000,Essence,144000.0
Audi,Q3,8,2015,235000,Diesel,88400.0
Volkswagen,Touareg,12,2013,138000,Diesel,180000.0
Ford,Fiesta,7,2008,54000,Essence,155000.0
Nissan,Qashqai,6,2017,180000,Diesel,155000.0
Mercedes,Classe c,8,2014,195000,Diesel,210000.0
Mercedes,Classe e,8,2016,300000,Diesel,95000.0
Seat,Leon,8,2006,69000,Diesel,190000.0
Renault,Clio,6,2017,110000,Diesel,63000.0
Toyota,Corolla,8,2006,65000,Diesel,250000.0
Peugeot,308,6,2015,133000,Diesel,13600.0
Renault,Captur,6,2013,120000,Diesel,214000.0
Fiat,500l,5,2015,120000,Diesel,160000.0
Nissan,Qashqai,6,2011,120000,Diesel,200000.0
Jeep,Grand cherokee,11,2016,169000,Diesel,140000.0
Renault,Fluence,6,2012,90000,Diesel,182000.0
Alfa-romeo,Giulietta,6,2012,115000,Diesel,168000.0
Mercedes,Classe c,9,2002,68000,Diesel,250000.0
Porsche,Cayenne,12,2013,250000,Diesel,208000.0
Ford,Kuga,6,2020,220000,Diesel,62000.0
Volkswagen,Golf 7,8,2017,200000,Diesel,86000.0
Peugeot,208,6,2012,99000,Diesel,138000.0
Dacia,Sandero,7,2012,76000,Diesel,218000.0
Peugeot,2008,6,2017,162000,Diesel,76000.0
Fiat,Doblo,5,2019,85000,Diesel,100000.0
Nissan,Qashqai,6,2016,193000,Diesel,61000.0
Opel,Corsa,5,2011,83000,Diesel,205000.0
Hyundai,Kona,9,2022,285000,Hybride,20350.0
Audi,A4,8,2005,78000,Diesel,100000.0
Volkswagen,Touareg,12,2020,260000,Diesel,174000.0
Dacia,Logan,6,2021,95000,Essence,44448.0
Kia,Picanto,6,2008,57000,Essence,160000.0
Toyota,Corolla,8,2006,59000,Diesel,340000.0
Dacia,Duster,6,2012,103000,Diesel,210000.0
Fiat,500l,5,2016,115000,Diesel,119000.0
Renault,Symbol,6,2009,62000,Diesel,19000.0
Hyundai,I10,6,2009,55000,Essence,250000.0
Hyundai,H100,6,2017,155000,Diesel,201000.0
Toyota,Corolla,5,2020,200000,Hybride,52000.0
Ford,Focus 5p,6,2014,115000,Diesel,122000.0
Ford,Fiesta,7,2014,79000,Essence,121000.0
Ford,Mondeo,8,2002,55000,Diesel,280000.0
Fiat,Punto,6,2014,80000,Diesel,140000.0
Seat,Cordoba,8,2002,32000,Diesel,249000.0
Audi,A3 sportback,8,2008,100000,Diesel,300000.0
Renault,Captur,6,2014,129000,Diesel,104000.0
Renault,Clio,6,2002,58000,Diesel,300000.0
Renault,Clio,6,2002,42000,Diesel,300000.0
Bmw,Serie 5,8,2018,350000,Diesel,110000.0
Volkswagen,Tiguan,8,2019,290000,Diesel,61000.0
Citroen,Berlingo,7,2009,62000,Essence,240000.0
Skoda,Octavia,8,2020,190000,Diesel,68000.0
Land-rover,Range rover evoque,8,2019,360000,Diesel,49000.0
Ford,Kuga,8,2020,265000,Diesel,52500.0
Toyota,Prado,12,2010,145000,Diesel,500000.0
Renault,Clio,6,2020,140000,Diesel,55000.0
Renault,Kangoo,6,2019,120000,Diesel,170000.0
Ford,Connect,6,2017,118000,Diesel,130000.0
Renault,Fluence,7,2016,130000,Diesel,95000.0
Audi,A4,8,2012,128000,Diesel,220000.0
Peugeot,306,8,1999,50000,Diesel,378000.0
Ford,C max,6,2012,119000,Diesel,170000.0
Dacia,Logan,6,2022,155000,Diesel,9000.0
Peugeot,Bipper,6,2012,57000,Diesel,190000.0
Hyundai,I10,6,2011,67000,Essence,178000.0
Lifan,320,8,2011,32000,Essence,114000.0
Mercedes,Classe e,8,2016,289000,Diesel,143000.0
Mercedes,Cla,9,2014,270000,Diesel,160000.0
Renault,Megane,6,2011,97000,Diesel,215000.0
Renault,Koleos,8,2013,130000,Diesel,145000.0
Mercedes,Cla,9,2018,325000,Diesel,140000.0
Ford,Tourneo connect,6,2018,170000,Diesel,84000.0
Opel,Astra,6,2021,168000,Diesel,19000.0
Ford,B max,6,2015,115000,Essence,61000.0
Ford,Fiesta,7,2007,52000,Essence,188000.0
Mercedes,Classe c,9,2012,147000,Diesel,187000.0
Volkswagen,Passat,8,2009,90000,Diesel,294000.0
Peugeot,308,6,2016,150000,Diesel,150000.0
Volkswagen,Touran,8,2017,213000,Diesel,190000.0
Ford,Fiesta,6,2017,110000,Diesel,690000.0
Volkswagen,Golf 6,6,2010,132000,Diesel,170000.0
Renault,Megane,6,2011,105000,Diesel,240000.0
Volkswagen,Golf 7,8,2016,250000,Diesel,170000.0
Land-rover,Range rover evoque,9,2012,215000,Diesel,195000.0
Volkswagen,Bora,8,2004,60000,Diesel,440000.0
Volkswagen,Passat,8,2006,100000,Diesel,240000.0
Bmw,Serie 1,9,2009,92000,Essence,107000.0
Mercedes,Classe b,8,2006,80000,Diesel,221175.0
Suzuki,Alto,5,2009,36000,Essence,120000.0
Hyundai,I10,6,2013,65000,Essence,180000.0
Volkswagen,Polo,6,2009,80000,Diesel,120000.0
Renault,Kangoo,6,2020,127000,Diesel,46000.0
Fiat,Palio,6,1999,32000,Essence,200000.0
Mercedes,Classe c,9,2016,265000,Diesel,144083.0
Bmw,Serie 4 gran coupe,8,2017,300000,Diesel,60000.0
Opel,Corsa,7,2007,68000,Essence,218000.0
Kia,Carens,8,2007,62000,Diesel,240000.0
Mercedes,Classe c,9,2011,165000,Diesel,157000.0
Fiat,Doblo,6,2016,95000,Diesel,155000.0
Renault,Symbol,6,2012,75000,Diesel,192000.0
Renault,Megane,6,2013,105000,Diesel,167000.0
Peugeot,206,6,2002,39000,Essence,300000.0
Fiat,500,6,2014,84000,Essence,131000.0
Renault,Scenic,6,2005,70000,Diesel,260000.0
Volkswagen,Golf 7,8,2013,160000,Diesel,260000.0
Mercedes,Classe c,9,2009,145000,Diesel,220000.0
Audi,A4,8,2017,255000,Diesel,128000.0
Audi,A3 berline,6,2015,195000,Diesel,170000.0
Volkswagen,Golf 7,8,2014,155000,Diesel,180000.0
Opel,Insignia,8,2016,125000,Diesel,155000.0
Bmw,Serie 6,12,2012,270000,Diesel,210000.0
Peugeot,Partner tepee,6,2010,85000,Diesel,290000.0
Peugeot,206,6,2005,59000,Diesel,380000.0
Peugeot,208,6,2017,90000,Diesel,110000.0
Peugeot,301,6,2019,120000,Diesel,67000.0
Fiat,Fiorino,7,2018,113000,Diesel,45000.0
Audi,Sq5,12,2013,255000,Diesel,239000.0
Volkswagen,Golf 4,8,2002,65000,Diesel,300000.0
Hyundai,Tucson,6,2021,280000,Diesel,65000.0
Toyota,Rav-4,9,2008,95000,Diesel,280000.0
Chevrolet,Aveo,9,2009,45000,Essence,191000.0
Peugeot,301,6,2021,130000,Diesel,40000.0
Honda,Jazz,9,2009,75000,Essence,180000.0
Mercedes,Classe c,9,2001,78000,Diesel,291000.0
Ford,Focus 4p,7,2005,55000,Diesel,300000.0
Ford,Transit,9,2020,220000,Diesel,107000.0
Chevrolet,Captiva,8,2013,100000,Diesel,1680000.0
Ford,Tourneo custom,9,2016,195000,Diesel,80000.0
Dacia,Logan,6,2017,95000,Diesel,108000.0
Bmw,X1,8,2015,185000,Diesel,112000.0
Mercedes,Classe e coupe,9,2012,170000,Diesel,93000.0
Honda,Accord,13,2010,80000,Essence,150000.0
Ford,Fusion,8,2016,160000,Diesel,127000.0
Audi,A5 coupe,11,2011,119000,Essence,112000.0
Volkswagen,Tiguan,8,2020,305000,Diesel,160000.0
Kia,Rio,6,2008,65000,Diesel,249999.0
Volkswagen,Golf 7,8,2017,168000,Diesel,107500.0
Peugeot,308,6,2011,93000,Diesel,104000.0
Audi,A3 sportback,8,2013,220000,Diesel,150000.0
Ford,Kuga,8,2014,148000,Diesel,167000.0
Renault,Fluence,6,2015,130000,Diesel,150000.0
Great-wall,Haval,8,2020,123000,Diesel,1500.0
Renault,R19,7,1996,35000,Diesel,350000.0
Dacia,Sandero,6,2018,93000,Diesel,123000.0
Dacia,Duster,6,2017,130000,Essence,190000.0
Peugeot,Bipper,6,2014,69000,Diesel,12000000.0
Renault,Kangoo,6,2012,75000,Diesel,270000.0
Mercedes,Classe c,9,2012,145000,Diesel,185000.0
Renault,Megane,6,2018,210000,Diesel,62237.0
Volkswagen,Touran,6,2011,150000,Diesel,260000.0
Mercedes,Classe c,11,2006,75000,Diesel,250000.0
Opel,Adam,7,2017,95000,Essence,54000.0
Audi,Q3,8,2013,193000,Diesel,145000.0
Volkswagen,Passat,8,2009,95000,Diesel,200000.0
Renault,Clio,8,2005,43000,Essence,303000.0
Volkswagen,Golf 7,6,2014,183000,Diesel,170000.0
Toyota,Corolla,8,2004,52000,Diesel,290000.0
Bmw,X1,8,2013,156000,Diesel,222000.0
Citroen,C3,6,2015,92500,Diesel,176000.0
Ford,Focus 5p,7,2007,74000,Diesel,227000.0
Mercedes,Classe a,6,2018,240000,Diesel,212000.0
Dacia,Sandero,6,2014,94000,Diesel,145000.0
Alfa-romeo,Mito,6,2011,65000,Diesel,270000.0
Volkswagen,Bora,8,1999,60000,Diesel,422506.0
Opel,Insignia,8,2012,120000,Diesel,220000.0
Skoda,Superb,8,2015,152000,Diesel,173000.0
Toyota,Corolla verso,8,2006,68000,Diesel,186000.0
Bmw,Serie 5,8,2015,230000,Diesel,120000.0
Mercedes,Classe e,9,2008,123000,Diesel,245000.0
Fiat,Punto,7,2000,42000,Essence,350000.0
Toyota,Rav-4,8,2014,215000,Diesel,93000.0
Hyundai,Tucson,7,2017,200000,Diesel,170000.0
Opel,Astra,7,2006,70000,Diesel,100000.0
Ford,Focus 5p,7,2016,146000,Diesel,170000.0
Volkswagen,Golf 7,8,2019,215000,Diesel,146000.0
Citroen,C3,7,2010,60000,Essence,258678.0
Mercedes,Classe c coupe,10,2012,189000,Essence,101000.0
Volkswagen,Golf 7,6,2014,160000,Diesel,179000.0
Renault,Kangoo,6,2012,75000,Diesel,240000.0
Renault,Clio,6,2019,103000,Diesel,110000.0
Ford,Focus 5p,7,2004,55000,Diesel,245000.0
Peugeot,208,6,2021,149000,Diesel,34000.0
Peugeot,308,6,2010,89000,Diesel,220000.0
Honda,Cr-v,9,2010,100000,Diesel,125000.0
Kia,Sportage,5,2009,65000,Diesel,171000.0
Fiat,Punto,6,2009,70000,Diesel,178000.0
Audi,Q5,12,2013,229000,Diesel,170000.0
Dacia,Duster,6,2018,139000,Diesel,89000.0
Volkswagen,Polo,3,2005,53000,Essence,250000.0
Toyota,Rav-4,9,2013,140000,Diesel,118000.0
Peugeot,306,8,1999,41000,Essence,170391.0
Ford,Mondeo,8,2011,85000,Diesel,200000.0
Honda,Jazz,8,2005,48000,Essence,215000.0
Volkswagen,Golf 4,8,2001,60000,Diesel,200000.0
Dacia,Sandero,6,2021,138000,Diesel,29000.0
Peugeot,Partner,7,2004,49000,Diesel,200000.0
Dacia,Logan,6,2020,125000,Diesel,53000.0
Volkswagen,Touareg,12,2019,350000,Diesel,160000.0
Bmw,Serie 2 gran coupe,6,2021,390000,Diesel,40000.0
Kia,Sportage,6,2021,235000,Diesel,22000.0
Volkswagen,Golf 7,8,2016,270000,Diesel,150000.0
Renault,Megane,6,2011,93000,Diesel,245000.0
Peugeot,208,6,2021,190000,Diesel,30000.0
Volkswagen,Golf 3,8,1996,42000,Diesel,400000.0
Skoda,Octavia,8,2017,175000,Diesel,145000.0
Hyundai,Ix35,7,2014,160000,Diesel,159000.0
Peugeot,508,6,2014,105000,Diesel,188000.0
Volkswagen,Golf 7,11,2014,200000,Essence,145000.0
Peugeot,Rifter,6,2020,145000,Diesel,43000.0
Renault,R19,7,1994,35000,Essence,223000.0
Dacia,Logan,7,2015,70000,Essence,98000.0
Ford,C max,6,2015,155000,Diesel,160000.0
Renault,Megane,6,2017,165000,Diesel,45000.0
Jeep,Renegade,6,2018,190000,Diesel,26000.0
Hyundai,H1,10,2007,55000,Diesel,9000000.0
Kia,Sportage,8,2017,188000,Diesel,129000.0
Ford,Kuga,6,2020,210000,Diesel,79000.0
Renault,Symbol,7,2012,59000,Essence,150000.0
Hyundai,Creta,6,2017,167000,Diesel,110000.0
Volkswagen,Golf 7,8,2013,201000,Essence,170000.0
Volkswagen,Caddy,6,2016,135000,Diesel,189000.0
Renault,Clio,6,2018,115000,Essence,136000.0
Renault,Clio,6,2014,110000,Diesel,200000.0
Peugeot,206,6,2004,48000,Diesel,280000.0
Nissan,Murano,20,2009,43000,Essence,199000.0
Mercedes,Classe e coupe,9,2012,160000,Diesel,200000.0
Dacia,Sandero,6,2022,148000,Essence,9000.0
Renault,Megane,6,2014,120000,Diesel,120000.0
Fiat,Punto,7,2009,44000,Essence,170000.0
Hyundai,I20,6,2020,134000,Diesel,34000.0
Renault,Megane,6,2016,120000,Diesel,112000.0
Volkswagen,Golf 7,6,2014,180000,Diesel,179000.0
Hyundai,Accent,8,2007,53000,Essence,200000.0
Volkswagen,Polo,7,2006,54000,Essence,70000.0
Seat,Leon,6,2019,155000,Diesel,48000.0
Fiat,500,7,2014,78000,Essence,125000.0
Mercedes,Classe c,8,2010,123000,Diesel,130000.0
Jeep,Grand cherokee,12,2017,200000,Diesel,126000.0
Peugeot,307 cc,11,2006,38000,Essence,28000.0
Fiat,Punto,5,2016,83000,Diesel,147000.0
Ford,Focus 4p,7,2011,93000,Diesel,160000.0
Volkswagen,Passat,8,2007,89000,Diesel,294000.0
Toyota,Hilux,10,2013,180000,Diesel,160000.0
Mercedes,Classe c,9,2008,150000,Diesel,250000.0
Peugeot,207,6,2011,68000,Diesel,235000.0
Hyundai,Tucson,8,2006,62000,Diesel,250000.0
Renault,Latitude,8,2014,90000,Diesel,170000.0
Audi,A3 sportback,6,2019,310000,Diesel,66000.0
Renault,Clio,6,2018,125000,Diesel,107000.0
Fiat,500,5,2018,100000,Essence,600000.0
Fiat,500,5,2021,140000,Essence,43000.0
Mercedes,Gle,9,2014,235000,Diesel,199000.0
Hyundai,I10,6,2011,69000,Essence,107000.0
Alfa-romeo,Giulietta,6,2011,105000,Diesel,199000.0
Ford,Fiesta,7,2008,55000,Essence,110000.0
Dacia,Duster,6,2012,97000,Diesel,56800.0
Fiat,Albea,8,2011,43000,Essence,265000.0
Seat,Leon,6,2016,150000,Diesel,100000.0
Volkswagen,Touareg,12,2019,360000,Diesel,160000.0
Peugeot,308,6,2017,138000,Diesel,139000.0
Hyundai,Tucson,6,2022,375000,Diesel,25000.0
Volkswagen,Jetta,8,2019,189000,Diesel,96000.0
Renault,Kangoo,6,2019,115000,Diesel,141000.0
Hyundai,Tucson,6,2021,330000,Diesel,40000.0
Renault,Clio,7,2001,54000,Diesel,289000.0
Nissan,Qashqai,6,2019,220000,Diesel,38000.0
Honda,Jazz,8,2004,45000,Essence,240000.0
Opel,Astra,7,2004,62000,Diesel,305700.0
Land-rover,Range rover evoque,8,2016,280000,Diesel,77100.0
Citroen,Xsara,7,2004,59000,Diesel,158000.0
Peugeot,308,6,2010,82000,Diesel,243000.0
Citroen,C5,8,2006,63000,Diesel,220000.0
Toyota,Corolla,5,2019,155000,Diesel,60000.0
Renault,Talisman,6,2017,192000,Diesel,12200.0
Volkswagen,Passat,8,2018,160000,Diesel,111000.0
Chevrolet,Cruze,8,2011,80000,Diesel,175000.0
Volkswagen,Golf 4,8,2002,72000,Diesel,400000.0
Volkswagen,Golf 5,8,2005,76000,Diesel,171000.0
Alfa-romeo,159,10,2008,62000,Diesel,169000.0
Fiat,Panda,6,2013,60000,Essence,160000.0
Hyundai,Ix35,8,2012,125000,Diesel,99999.0
Bmw,Serie 5,8,2014,250000,Diesel,180000.0
Dfsk,Super cab,5,2020,73000,Essence,34000.0
Volkswagen,Polo,6,2008,85000,Diesel,135000.0
Renault,Megane,6,2007,65000,Diesel,170000.0
Seat,Altea xl,6,2016,132000,Diesel,130000.0
Bmw,Serie 5,8,2013,200000,Diesel,182612.0
Dacia,Logan,6,2015,85000,Diesel,134000.0
Mercedes,Classe c,8,1999,75000,Diesel,230000.0
Hyundai,I10,6,2013,65000,Diesel,129000.0
Fiat,Siena,6,1999,33000,Diesel,199000.0
Toyota,Rav-4,8,2016,190000,Diesel,130000.0
Volkswagen,Golf 5,8,2005,78500,Diesel,270000.0
Land-rover,Range rover evoque,9,2015,235000,Diesel,135923.0
Citroen,C3,6,2018,118000,Diesel,110000.0
Fiat,Ducato,9,2014,120000,Diesel,160000.0
Seat,Leon,6,2017,166000,Diesel,122000.0
Dacia,Sandero,6,2022,153000,Diesel,40000.0
Volkswagen,Amarok,10,2015,200000,Diesel,196000.0
Ford,C max,6,2019,180000,Diesel,79000.0
Citroen,C3,6,2017,160000,Diesel,42950.0
Mercedes,Classe a,9,2005,58000,Essence,171000.0
Fiat,Punto,7,2014,62000,Essence,110000.0
Audi,A3 sportback,8,2012,95000,Essence,100000.0
Hyundai,H1,10,2015,125000,Diesel,14000.0
Peugeot,308,6,2017,149000,Diesel,67000.0
Renault,Clio,6,2016,113000,Diesel,123000.0
Mercedes,Classe c,9,2006,94000,Diesel,206650.0
Renault,Kadjar,6,2016,165000,Diesel,250000.0
Renault,Kangoo,6,2021,185000,Diesel,55000.0
Opel,Astra,8,2010,75000,Essence,152000.0
Opel,Astra,7,2013,117000,Diesel,200000.0
Seat,Leon,8,2018,200000,Diesel,119000.0
Land-rover,Freelander,9,2010,100000,Diesel,300000.0
Skoda,Fabia,8,2001,40000,Essence,299214.0
Renault,Captur,7,2023,224000,Diesel,3000.0
Fiat,500,7,2014,80000,Essence,45000.0
Alfa-romeo,Giulietta,8,2014,126000,Diesel,138000.0
Land-rover,Discovery sport,8,2017,250000,Diesel,85000.0
Mercedes,Classe b,7,2013,135000,Diesel,269000.0
Renault,Clio,7,2017,86000,Essence,100200.0
Hyundai,Accent,6,2016,106000,Diesel,283000.0
Mercedes,Classe c,9,2008,145000,Diesel,167000.0
Audi,A1,8,2012,122000,Essence,158000.0
Peugeot,308,6,2009,72000,Diesel,190000.0
Land-rover,Range rover sport,11,2008,95000,Diesel,260000.0
Hyundai,Tucson,6,2021,299000,Diesel,15000.0
Land-rover,Range rover evoque,9,2016,220000,Diesel,178522.0
Kia,Picanto,6,2008,52000,Essence,202000.0
Seat,Leon,10,2004,52000,Diesel,257000.0
Volkswagen,Golf 4,8,2001,63000,Diesel,300000.0
Opel,Insignia,8,2012,100000,Diesel,198000.0
Seat,Leon,8,2015,160000,Diesel,230000.0
Peugeot,508,6,2018,135000,Diesel,131000.0
Volkswagen,Golf 4,8,2001,55000,Essence,189096.0
Renault,Captur,6,2019,140000,Diesel,55000.0
Toyota,Rav-4,9,2016,167000,Diesel,128000.0
Opel,Crossland,6,2021,165000,Diesel,41000.0
Audi,A6,12,2007,79000,Diesel,290000.0
Ds,Ds5,6,2017,195000,Diesel,140000.0
Renault,Clio,7,2021,137000,Diesel,45000.0
Toyota,Yaris,6,2018,128000,Essence,19000.0
Renault,Kadjar,6,2017,166000,Diesel,100000.0
Kia,Sportage,7,2015,145000,Diesel,163000.0
Ford,Focus 5p,6,2012,125000,Diesel,170000.0
Opel,Astra,7,2014,125000,Diesel,175000.0
Toyota,Hilux,10,2015,175000,Diesel,145000.0
Citroen,C4 cactus,6,2018,165000,Diesel,104090.0
Hyundai,Ix35,8,2010,107000,Diesel,327000.0
Peugeot,Expert,8,2015,110000,Diesel,280000.0
Peugeot,406,8,2000,38000,Diesel,600000.0
Citroen,Berlingo,7,2005,60000,Diesel,115000.0
Peugeot,301,6,2019,110000,Diesel,100000.0
Peugeot,308,6,2012,95000,Diesel,170000.0
Volkswagen,Golf 7,8,2014,235000,Diesel,160000.0
Peugeot,208,6,2018,127000,Diesel,38000.0
Nissan,Juke,6,2012,120000,Diesel,192000.0
Peugeot,206+,6,2012,72000,Diesel,180000.0
Seat,Leon,6,2019,153000,Diesel,99700.0
Mercedes,Classe c,9,2013,145000,Diesel,200000.0
Audi,A6,8,2010,165000,Diesel,208000.0
Audi,A1,6,2012,130000,Diesel,150000.0
